ISIN,Name,Asset class,Currency,Weight,Sector,Country
INE455K01017,POLYCAB INDIA LTD,EQUITY,INR,0.0000374789910537498,Industrials,India
CNE100006CQ4,UBTECH ROBOTICS CORP LTD-H,EQUITY,HKD,0.0000374145475385418,Industrials,China
IL0011762130,MONDAY.COM LTD,EQUITY,USD,0.0000373710055030491,Information Technology,Israel
SE0010100958,INVESTMENT AB LATOUR-B SHS,EQUITY,SEK,0.0000373513057444331,Industrials,Sweden
INE094A01015,HINDUSTAN PETROLEUM,EQUITY,INR,0.0000373240846446824,Energy,India
JP3768600003,HASEKO CORPORATION,EQUITY,JPY,0.000037274501436726,Consumer Discretionary,Japan
TH0101A10Z19,CHAROEN POKPHAND FOOD-FOREIGN,EQUITY,THB,0.0000371183786514241,Consumer Staples,Thailand
JP3868400007,MAZDA MOTOR CORP  JPY50,EQUITY,JPY,0.0000370315551161783,Consumer Discretionary,Japan
INE180A01020,MAX FINANCIAL SERVICES LTD,EQUITY,INR,0.000036994581838022,Financials,India
JP3435750009,M3 INC,EQUITY,JPY,0.0000369711759585092,Health Care,Japan
JP3762900003,NOMURA REAL ESTATE,EQUITY,JPY,0.0000369389932812662,Real Estate,Japan
KYG7S12M1051,XTALPI HOLDINGS LTD,EQUITY,HKD,0.0000366987451339724,Health Care,China
KYG6145U1094,MINTH GROUP LTD,EQUITY,HKD,0.0000366943779036361,Consumer Discretionary,China
JP3386380004,J FRONT RETAILING CO LTD,EQUITY,JPY,0.000036664272998917,Consumer Discretionary,Japan
SE0022419784,SECTRA AB-B SHS SEK,EQUITY,SEK,0.0000366138186245811,Health Care,Sweden
INE196A01026,MARICO LTD,EQUITY,INR,0.0000365421468709456,Consumer Staples,India
TW0002834009,TAIWAN BUSINESS BANK,EQUITY,TWD,0.0000365344610666252,Financials,Taiwan
SA0007879550,SAUDI ENERGY CO,EQUITY,SAR,0.0000364989695854883,Utilities,Saudi Arabia
INE364U01010,ADANI GREEN ENERGY LTD,EQUITY,INR,0.0000364961460294096,Utilities,India
ZAE000255360,OLD MUTUAL LTD,EQUITY,ZAR,0.0000364774216514691,Financials,South Africa
KR7005381009,HYUNDAI MOTOR CO LTD - PREF,EQUITY,KRW,0.0000364679218670613,Consumer Discretionary,South Korea
KR7011200003,HMM CO LTD,EQUITY,KRW,0.0000364521187461018,Industrials,South Korea
KR7024110009,INDUSTRIAL BANK OF KOREA,EQUITY,KRW,0.0000363956329693924,Financials,South Korea
KYG2953R1149,AAC TECHNOLOGIES HOLDINGS INC,EQUITY,HKD,0.0000362971716283251,Information Technology,China
CNE000001QZ7,INDUSTRIAL BANK CO,EQUITY,CNY,0.0000362600338869832,Financials,China
MYL5819OO007,HONG LEONG BANK BERHAD,EQUITY,MYR,0.0000362418989711536,Financials,Malaysia
MYL1015OO006,AMMB HOLDINGS BHD  MYR1,EQUITY,MYR,0.0000362029521347693,Financials,Malaysia
CNE100001NT6,CHINA GALAXY SECURITIES CO,EQUITY,HKD,0.0000361923597286033,Financials,China
US7329081084,PONY AI INC,EQUITY,USD,0.0000361705512588443,Information Technology,China
INE628A01036,UPL LTD,EQUITY,INR,0.0000361644807761099,Materials,India
BRENEVACNOR8,ENEVA SA,EQUITY,BRL,0.0000361609733137146,Utilities,Brazil
SE0006993770,AXFOOD AB,EQUITY,SEK,0.0000359785934108988,Consumer Staples,Sweden
MXP4948K1056,GRUMA S.A.B.-B,EQUITY,MXN,0.000035910033431004,Consumer Staples,Mexico
ZAE000314084,OUTSURANCE GROUP LTD,EQUITY,ZAR,0.0000358130164349435,Financials,South Africa
INE745G01043,MULTI COMMODITY EXCH INDIA,EQUITY,INR,0.0000358109793711289,Financials,India
TW0002409000,AUO CORP,EQUITY,TWD,0.0000358062718159827,Information Technology,Taiwan
KR7006260004,LS CORP,EQUITY,KRW,0.0000357937986674459,Industrials,South Korea
NZMRPE0001S2,MERCURY NZ LTD,EQUITY,NZD,0.0000357706093582667,Utilities,NEW_ZEALAND
AU000000SEK6,SEEK LTD,EQUITY,AUD,0.0000357649313074902,Communication Services,Australia
NZEBOE0001S6,EBOS GROUP LTD,EQUITY,NZD,0.0000357291402102527,Health Care,NEW_ZEALAND
AEA007301012,ADNOC DRILLING CO PJSC,EQUITY,AED,0.0000355788143451585,Energy,UAE
INE702C01027,APL APOLLO TUBES LTD,EQUITY,INR,0.0000355772690425526,Materials,India
JP3551520004,DENTSU GROUP INC,EQUITY,JPY,0.0000355691728944422,Communication Services,Japan
KR7003230000,SAMYANG FOODS CO LTD,EQUITY,KRW,0.0000355429548572893,Consumer Staples,South Korea
KR7066970005,L&F CO LTD,EQUITY,KRW,0.0000355426438427501,Industrials,South Korea
CNE1000036N7,SHANDONG GOLD MINING CO LTD,EQUITY,HKD,0.0000355052537074104,Materials,China
SA1210540914,BUPA ARABIA COOP INS,EQUITY,SAR,0.0000354016565555748,Financials,Saudi Arabia
JP3944130008,USS CO LTD,EQUITY,JPY,0.000035094414899521,Consumer Discretionary,Japan
KYG2122G1064,CHINA RESOURCES MIXC LIFESTY,EQUITY,HKD,0.0000350103058210129,Real Estate,China
CNE0000014W7,JIANGSU HENGRUI MED NT-SS,EQUITY,CNH,0.0000348945449068313,Health Care,China
INE663F01032,INFO EDGE INDIA LTD,EQUITY,INR,0.0000348773495480129,Communication Services,India
CNE100000FN7,SINOPHARM GROUP CO LTD,EQUITY,HKD,0.0000347518511105611,Health Care,China
HK3808041546,SINOTRUK HONG KONG LTD,EQUITY,HKD,0.000034668209368036,Industrials,China
INE647A01010,SRF LTD,EQUITY,INR,0.0000346521066309759,Materials,India
US04965M1062,ATOUR LIFESTYLE HOLDINGS-ADR,EQUITY,USD,0.0000345321299228568,Consumer Discretionary,China
BMG5320C1082,KUNLUN ENERGY CO LTD,EQUITY,HKD,0.0000344458991064187,Utilities,China
MYL3816OO005,MISC BHD,EQUITY,MYR,0.0000344287900500641,Industrials,Malaysia
KR7323410001,KAKAOBANK CORP,EQUITY,KRW,0.000034410225250264,Financials,South Korea
TW0002356003,INVENTEC CORP,EQUITY,TWD,0.0000343134378513241,Information Technology,Taiwan
BRENGICDAM16,ENERGISA SA-UNITS,EQUITY,BRL,0.0000342791448345897,Utilities,Brazil
IL0002810146,ICL GROUP LTD,EQUITY,ILS,0.0000342360163995837,Materials,Israel
US4280501085,HESAI GROUP,EQUITY,USD,0.0000342257301229118,Consumer Discretionary,China
DE0007664005,VOLKSWAGEN AG (XETRA),EQUITY,EUR,0.0000342219083892805,Consumer Discretionary,Germany
JP3771800004,HAMAMATSU PHOTONICS,EQUITY,JPY,0.0000341868875008234,Information Technology,Japan
JP3256000005,KYOWA KIRIN CO LTD,EQUITY,JPY,0.0000341795306228744,Health Care,Japan
JP3967220009,RAKUTEN BANK LTD,EQUITY,JPY,0.0000341650236672197,Financials,Japan
CNE100006JG0,LAOPU GOLD CO L-H,EQUITY,HKD,0.0000341451871273404,Consumer Discretionary,China
TH1074010014,PTT GLOBAL CHEMICAL PCL-FOREIGN,EQUITY,THB,0.0000341273404291729,Materials,Thailand
NO0003055501,NORDIC SEMICONDUCTOR ASA,EQUITY,NOK,0.0000341205697566381,Information Technology,Norway
JP3336560002,SUNTORY BEVERAGE & FOOD LTD,EQUITY,JPY,0.0000340756305982414,Consumer Staples,Japan
GRS260333000,HELLENIC TELECOM (OTE),EQUITY,EUR,0.0000340739924797782,Communication Services,Greece
CNE100002FK9,GUOTAI HAITONG SECURITIES-H,EQUITY,HKD,0.000034043118994627,Financials,China
KYG5074S1012,JD LOGISTICS INC,EQUITY,HKD,0.0000340300173036183,Industrials,China
COE15PA00026,INTERCONEXION ELECTRICA SA,EQUITY,COP,0.0000340032391146251,Utilities,Colombia
JP3045540006,UNITED URBAN INVESTMENT CORP,EQUITY,JPY,0.0000339196250540223,Real Estate,Japan
MYL6033OO004,PETRONAS GAS BHD,EQUITY,MYR,0.0000339022880288955,Utilities,Malaysia
KR7000100008,YUHAN CORP,EQUITY,KRW,0.0000338472270570125,Health Care,South Korea
CA17039A1066,CHOICE PROPERTIES REIT,EQUITY,CAD,0.0000338437831002037,Real Estate,Canada
CNE100001NR0,CMOC GROUP LTD-A NTH-SSE,EQUITY,CNH,0.0000338192666871005,Materials,China
BMG0171K1018,ALIBABA HEALTH INFORMATION TECH,EQUITY,HKD,0.0000337662802310446,Consumer Staples,Hong Kong
JP3414750004,SEIKO EPSON CORP,EQUITY,JPY,0.0000337216813974578,Information Technology,Japan
CNE1000001W2,ANHUI CONCH -H-,EQUITY,HKD,0.0000336947420019757,Materials,China
INE214T01019,LTM LTD,EQUITY,INR,0.0000336181216976348,Information Technology,India
KR7352820005,HYBE CO LTD,EQUITY,KRW,0.0000336100141510859,Communication Services,South Korea
JP3046390005,DAIWAHOUSE RESIDENTIAL INV,EQUITY,JPY,0.0000335817671918603,Real Estate,Japan
INE883A01011,MRF LTD,EQUITY,INR,0.000033567563109003,Consumer Discretionary,India
INE257A01026,BHARAT HEAVY ELE,EQUITY,INR,0.0000335084442929746,Industrials,India
TW0001504009,TECO ELECTRIC AND MACHINERY CO,EQUITY,TWD,0.0000333025135876408,Industrials,Taiwan
AEE001901017,EMAAR DEVELOPMENT PJSC,EQUITY,AED,0.0000331409488620764,Real Estate,UAE
NZTELE0001S4,SPARK NEW ZEALAND LTD,EQUITY,NZD,0.0000329904797023254,Communication Services,NEW_ZEALAND
TH0245010010,THAI AIRWAYS INTL PCL-FOR,EQUITY,THB,0.0000329135369850066,Industrials,Thailand
CNE000000VQ8,WULIANGYE YIBIN  NT-SZ,EQUITY,CNH,0.0000328734242511873,Consumer Staples,China
TH0128B10Z17,MINOR INTERNATIONAL-FOREIGN,EQUITY,THB,0.0000328550988185981,Consumer Discretionary,Thailand
NO0010234552,AKER ASA-A SHARES,EQUITY,NOK,0.0000328200730450959,Industrials,Norway
IE00BD5B1Y92,BANK OF CYPRUS HOLDINGS PLC,EQUITY,EUR,0.0000327699866774923,Financials,Greece
JP3040880001,ORIX JREIT INC,EQUITY,JPY,0.000032748207518004,Real Estate,Japan
PHY0967S1694,BANK OF THE PHILIPPINE ISLAN,EQUITY,PHP,0.0000327060756322023,Financials,Philippines
INE211B01039,PHOENIX MILLS LTD,EQUITY,INR,0.0000326638069651372,Real Estate,India
QA000A0KD6L1,QATAR GAS TRANSPORT(NAKILAT),EQUITY,QAR,0.0000326259690339949,Energy,Qatar
TW0002474004,CATCHER TECHNOLOGY CO LTD,EQUITY,TWD,0.0000326104476173039,Information Technology,Taiwan
BRAXIAACNPB1,AXIA ENERGIA-PFD B,EQUITY,BRL,0.0000325438253719729,Utilities,Brazil
MX01PI000005,PROMOTORA Y OPERADORA DE INF,EQUITY,MXN,0.0000324845437211072,Industrials,Mexico
INE935A01035,GLENMARK PHARMACEUTICALS LTD,EQUITY,INR,0.0000324632286409053,Health Care,India
SG1S03926213,MAPLETREE LOGISTICS TRUST,EQUITY,SGD,0.0000324615530704295,Real Estate,Singapore
JP3311400000,CYBER AGENT INC,EQUITY,JPY,0.0000323651418199637,Communication Services,Japan
INE003A01024,SIEMENS LTD,EQUITY,INR,0.0000322598349023365,Industrials,India
BRTOTSACNOR8,TOTVS SA,EQUITY,BRL,0.000032220083661856,Information Technology,Brazil
CNE100001XQ1,SUZHOU TFC OPTICAL COMMUNI-A NTH-SZSE,EQUITY,CNH,0.0000320456940645063,Information Technology,China
TW0002347002,SYNNEX TECH INTL CORP,EQUITY,TWD,0.0000320431294158189,Information Technology,Taiwan
CNE000000W05,CHINA CSSC HLDG LTD A,EQUITY,CNY,0.0000320172175081601,Industrials,China
CL0000000100,CENCOSUD SA,EQUITY,CLP,0.0000320026323917836,Consumer Staples,Chile
KR7138930003,BNK FINANCIAL GROUP INC,EQUITY,KRW,0.000032002542832623,Financials,South Korea
SG2C32962814,MAPLETREE INDUSTRIAL TRUST,EQUITY,SGD,0.000031910051016691,Real Estate,Singapore
BRKLBNCDAM18,KLABIN SA - UNIT,EQUITY,BRL,0.000031828343752033,Materials,Brazil
IL0010811656,MIGDAL INSURANCE & FINANCIAL,EQUITY,ILS,0.0000318194431998264,Financials,Israel
JP3597800006,TOBU RAILWAY CO  Y50,EQUITY,JPY,0.000031720688756052,Industrials,Japan
HK0000063609,SWIRE PROPERTIES LTD,EQUITY,HKD,0.000031628271844145,Real Estate,Hong Kong
CNE1000007Q1,PETROCHINA CO LTD-A,EQUITY,CNY,0.000031621364390347,Energy,China
BRMOTVACNOR7,MOTIVA INFRAESTRUTURA DE MOB,EQUITY,BRL,0.0000315456706162303,Industrials,Brazil
ID1000096605,BANK NEGARA INDONESIA,EQUITY,IDR,0.0000315271856055005,Financials,Indonesia
INE323A01026,BOSCH LTD,EQUITY,INR,0.0000315189477910818,Consumer Discretionary,India
JP3605400005,TOHOKU ELECTRIC POWER,EQUITY,JPY,0.0000314534263092509,Utilities,Japan
TW0001605004,WALSIN LIHWA CORP,EQUITY,TWD,0.0000314349185016439,Industrials,Taiwan
TH9597010015,CENTRAL RETAIL CORP-FOREIGN,EQUITY,THB,0.0000314211882681632,Consumer Discretionary,Thailand
TW0002615002,WAN HAI LINES LTD,EQUITY,TWD,0.0000314095553473868,Industrials,Taiwan
INE377N01017,WAAREE ENERGIES LTD,EQUITY,INR,0.0000313785499660174,Information Technology,India
INE226A01021,VOLTAS LTD,EQUITY,INR,0.0000313758973865179,Industrials,India
CNE0000011B7,SHANGHAI PUD DV B-A NT-SS,EQUITY,CNH,0.0000313481128782302,Financials,China
AU000000REH4,REECE LTD,EQUITY,AUD,0.0000313111151748483,Industrials,Australia
KR7005940002,NH INVESTMENT & SECURITIES C,EQUITY,KRW,0.00003130638970787,Financials,South Korea
KR7277810008,RAINBOW ROBOTICS,EQUITY,KRW,0.0000311704014501997,Industrials,South Korea
CNE000001DB6,CITIC SECURIT CO-A NT-SS,EQUITY,CNH,0.0000309751950472501,Financials,China
JP3819400007,FUJI MEDIA HOLDINGS,EQUITY,JPY,0.0000309317230307374,Communication Services,Japan
KYG687071012,PAGSEGURO DIGITAL LTD,EQUITY,USD,0.000030867194841414,Financials,Brazil
KYG4290A1013,HAIDILAO INTERNATIONAL HOLDI,EQUITY,HKD,0.0000308148922916748,Consumer Discretionary,China
CNE100000304,DONGFANG ELECTRICAL,EQUITY,HKD,0.0000307538357410826,Industrials,China
IL0011590291,TEL AVIV STOCK EXCHANGE LTD,EQUITY,ILS,0.0000307050097151196,Financials,Israel
INE660A01013,SUNDARAM FINANCE LTD,EQUITY,INR,0.0000306805698343899,Financials,India
JP3196000008,ODAKYU ELECTRIC RAILWAY,EQUITY,JPY,0.000030675391686564,Industrials,Japan
INE528G01035,YES BANK LTD,EQUITY,INR,0.0000305843963227866,Financials,India
JP3247010006,KYUSHU RAILWAY COMPANY,EQUITY,JPY,0.00003054309000961,Industrials,Japan
CNE100000528,CHINA COAL ENERGY CO H,EQUITY,HKD,0.0000305391363797604,Energy,China
KR7009830001,HANWHA SOLUTIONS CORP,EQUITY,KRW,0.0000305331701113219,Materials,South Korea
CNE100000HF9,CHINA MINSHENG BANKING CORP,EQUITY,HKD,0.0000305142845268924,Financials,China
JP3278600006,KEISEI ELECTRIC RAILWY Y50,EQUITY,JPY,0.000030474332999562,Industrials,Japan
KR7003490000,KOREAN AIR LINE,EQUITY,KRW,0.0000304128286531672,Industrials,South Korea
JP3675600005,NISSIN FOODS HOLDINGS,EQUITY,JPY,0.0000303661406486179,Consumer Staples,Japan
KR7010950004,S-OIL CORP,EQUITY,KRW,0.000030362416615889,Energy,South Korea
JP3336000009,SANTEN PHARMACEUTICAL CO LTD-OSA,EQUITY,JPY,0.0000303470352371581,Health Care,Japan
AT0000831706,WIENERBERGER AG,EQUITY,EUR,0.0000302938517509491,Materials,Austria
QA0006929879,QATAR INTERNATIONAL ISLAMIC,EQUITY,QAR,0.0000302257395668569,Financials,Qatar
CNE1000062J1,SICHUAN KELUN-BIOTECH BIOP-H,EQUITY,HKD,0.0000301845618932016,Health Care,China
JP3732200005,NIPPON TELEVISION HOLDINGS JPY500,EQUITY,JPY,0.0000301644680742794,Communication Services,Japan
IL0011338758,SHAPIR ENGINEERING AND INDUS,EQUITY,ILS,0.0000301473508761829,Industrials,Israel
COC04PA00016,ECOPETROL SA,EQUITY,COP,0.0000300902463270919,Energy,Colombia
MYL5285OO001,SD GUTHRIE BHD,EQUITY,MYR,0.0000300832721110105,Consumer Staples,Malaysia
KR7141080002,LIGACHEM BIOSCIENCES INC,EQUITY,KRW,0.0000300499675017385,Health Care,South Korea
AEA007601015,ALPHA DHABI HOLDING PJSC,EQUITY,AED,0.0000300071582230136,Industrials,UAE
CNE1000002S8,COSCO SHIPPING ENERGY TRANSPORTA,EQUITY,HKD,0.0000299664104333288,Energy,China
CNE1000018M7,SUNGROW POWER SUPPLY CO LT-A,EQUITY,CNY,0.00002994138923223,Industrials,China
KYG525681477,KINGDEE INTL SFT,EQUITY,HKD,0.0000299006935496932,Information Technology,China
PLBIG0000016,BANK MILLENNIUM SA,EQUITY,PLN,0.0000298924622486679,Financials,Poland
TW0002027000,TA CHEN STAINLESS PIPE CO,EQUITY,TWD,0.0000298152036317648,Materials,Taiwan
PHY5764J1483,MANILA ELECTRIC COMPANY,EQUITY,PHP,0.0000298143015267662,Utilities,Philippines
CNE1000006Z4,HUANENG POWER INTL INC -H,EQUITY,HKD,0.0000297975458220085,Utilities,China
JP3657400002,NIKON CORP,EQUITY,JPY,0.0000296984445400307,Consumer Discretionary,Japan
INE692A01016,UNION BANK OF INDIA,EQUITY,INR,0.0000296360169201084,Financials,India
GRS419003009,ALLWYN AG,EQUITY,EUR,0.0000296117415025644,Consumer Discretionary,Greece
CLP7847L1080,EMPRESAS COPEC SA,EQUITY,CLP,0.0000295938752642164,Consumer Discretionary,Chile
CNE100000BG0,CRRC CORP LTD,EQUITY,HKD,0.0000295877119656248,Industrials,China
JP3940000007,YAMATO HOLDINGS CO LTD,EQUITY,JPY,0.0000295801889961417,Industrials,Japan
JP3536150000,TSURUHA HOLDINGS INC,EQUITY,JPY,0.0000295696666089557,Consumer Staples,Japan
SGXE21576413,GENTING SINGAPOUR LTD,EQUITY,SGD,0.0000295695835631887,Consumer Discretionary,Singapore
KR700680K019,MIRAE ASSET DAEWOO CO LTD-2P,EQUITY,KRW,0.0000295660011967682,Financials,South Korea
INE974X01010,TUBE INVESTMENTS OF INDIA LT,EQUITY,INR,0.0000295113489403268,Consumer Discretionary,India
KYG5264S1012,KINGSOFT CLOUD HOLDINGS LTD,EQUITY,HKD,0.0000293849500262247,Information Technology,China
ID1000211600,MERDEKA GOLD RESOURCES TBK P,EQUITY,IDR,0.0000291020261247726,Materials,Indonesia
JP3676800000,NISSHIN SEIFUN GROUP INC,EQUITY,JPY,0.0000290872456065913,Consumer Staples,Japan
TH0902010014,THAI BEVERAGE PCL,EQUITY,SGD,0.0000290316407663517,Consumer Staples,Thailand
JP3268950007,MEDIPAL HOLDINGS CORP,EQUITY,JPY,0.0000290218609060238,Health Care,Japan
INE813H01021,TORRENT POWER LTD,EQUITY,INR,0.0000290000166126006,Utilities,India
KYG8918W1069,TONGCHENG TRAVEL HOLDINGS LT,EQUITY,HKD,0.0000288319384935445,Consumer Discretionary,China
INE01EA01019,VISHAL MEGA MART LTD,EQUITY,INR,0.0000286444227799604,Consumer Discretionary,India
AU000000YAL0,YANCOAL AUSTRALIA LTD,EQUITY,AUD,0.0000286012764331223,Energy,China
SA169G7I3IH8,UMM AL QURA FOR DEVELOPMENT,EQUITY,SAR,0.0000285948998208938,Real Estate,Saudi Arabia
GRS282183003,JUMBO SA,EQUITY,EUR,0.0000285935336366089,Consumer Discretionary,Greece
JP3358200008,SHIMAMURA CO LTD,EQUITY,JPY,0.0000284164344675666,Consumer Discretionary,Japan
INE466L01038,360 ONE WAM LTD,EQUITY,INR,0.0000284162895445614,Financials,India
ZAE000084992,EXXARO RESOURCES LTD NEW,EQUITY,ZAR,0.0000284119793064182,Energy,South Africa
CNE100001YQ9,HUATAI SECURITIES CO-H,EQUITY,HKD,0.0000282668657844658,Financials,China
INE028A01039,BANK OF BARODA,EQUITY,INR,0.000028249245426722,Financials,India
INE274J01014,OIL INDIA LTD,EQUITY,INR,0.0000282486771331399,Energy,India
CNE100003373,SHENNAN CIRCUITS CO LTD-A NTH-SZSE,EQUITY,CNH,0.0000282214234664218,Information Technology,China
IL0010841281,DELEK GROUP LTD,EQUITY,ILS,0.0000281785653372457,Energy,Israel
PLSOFTB00016,ASSECO POLAND SA,EQUITY,PLN,0.0000281720063499994,Information Technology,Poland
AU0000013559,ATLAS ARTERIA,EQUITY,AUD,0.0000281644231316266,Industrials,Australia
INE079A01024,AMBUJA CEMENTS LTD,EQUITY,INR,0.0000281555453762972,Materials,India
CNE000001G38,NARI TECHNOLOGY CO LTD-A,EQUITY,CNY,0.0000281542459542956,Industrials,China
KR7036570000,NCSOFT CORPORATION,EQUITY,KRW,0.0000281507498903389,Communication Services,South Korea
JP3870400003,MARUI GROUP CO LTD,EQUITY,JPY,0.0000281233236186933,Financials,Japan
JP3284600008,KOITO MANUFACTURING CO LTD,EQUITY,JPY,0.0000281106045895521,Consumer Discretionary,Japan
CNE100001QW3,CHINA EVERBRIGHT BK CO-H,EQUITY,HKD,0.0000281059865935664,Financials,China
JP3269600007,KURARAY CO LTD,EQUITY,JPY,0.0000280645793227906,Materials,Japan
MYL5183OO008,PETRONAS CHEMICALS GROUP BHD,EQUITY,MYR,0.0000280225939883424,Materials,Malaysia
INE811K01011,PRESTIGE ESTATES PROJECTS,EQUITY,INR,0.0000280110815653456,Real Estate,India
INE118A01012,BAJAJ HOLDINGS,EQUITY,INR,0.0000279911668647444,Financials,India
CNE100000X44,CHONGQING RURAL COMMERCIAL BANK,EQUITY,HKD,0.0000279697719954722,Financials,China
SE0014960373,SWECO AB-B SHS,EQUITY,SEK,0.0000279667644360274,Industrials,Sweden
CNE100003LF5,NINGXIA BAOFENG ENERGY GRO-A NTH-SSE,EQUITY,CNH,0.0000279514221376574,Materials,China
CNE000001JQ1,HAN S LASER TECHNOLOGY IN-A NTH-SZSE,EQUITY,CNH,0.0000279337920098235,Industrials,China
JP3982400008,ROHTO PHARMACEUTICAL CO LTD,EQUITY,JPY,0.00002786254851181,Consumer Staples,Japan
IT0005090300,INFRASTRUTTURE WIRELESS ITALIANE,EQUITY,EUR,0.0000278604235171833,Communication Services,Italy
KYG5264Y1089,KINGSOFT CORP LTD,EQUITY,HKD,0.000027841708909333,Communication Services,China
AEA006101017,ABU DHABI NATIONAL OIL COMP,EQUITY,AED,0.0000278346760727102,Consumer Discretionary,UAE
INE1NPP01017,SIEMENS ENERGY INDIA LTD,EQUITY,INR,0.0000278087967320189,Industrials,India
INE259A01022,COLGATE PALMOLIVE (INDIA),EQUITY,INR,0.0000277918749357272,Consumer Staples,India
JP3583900000,TOKYO METRO CO LTD,EQUITY,JPY,0.0000277892972602528,Industrials,Japan
LU2910446546,ZABKA GROUP SA,EQUITY,PLN,0.0000277635742410052,Consumer Staples,Poland
TW0002812005,TAICHUNG COMMERCIAL BANK,EQUITY,TWD,0.0000276660833955682,Financials,Taiwan
KR7021240007,COWAY CO LTD,EQUITY,KRW,0.0000276578634929815,Consumer Discretionary,South Korea
PHY8076N1120,SM PRIME HOLDING INC,EQUITY,PHP,0.0000276087036556021,Real Estate,Philippines
INE388Y01029,FSN E-COMMERCE VENTURES LTD,EQUITY,INR,0.0000276028757967753,Consumer Discretionary,India
TRAKCHOL91Q8,KOC HOLDING,EQUITY,TRY,0.0000275981861534612,Industrials,Turkey
SE0006422390,THULE GROUP AB,EQUITY,SEK,0.0000275564092476047,Consumer Discretionary,Sweden
INE484J01027,GODREJ PROPERTIES LTD,EQUITY,INR,0.0000275475608025461,Real Estate,India
MYL3336OO004,IJM CORP BHD,EQUITY,MYR,0.0000275431968289066,Industrials,Malaysia
CNE100000ML7,NAURA TECHNOLOGY GROUP CO-A,EQUITY,CNY,0.00002754299328536,Information Technology,China
INE176B01034,HAVELLS INDIA LIMITED,EQUITY,INR,0.000027539731703569,Industrials,India
HK0270001396,GUANGDONG INVESTMENT,EQUITY,HKD,0.0000274908372869743,Utilities,China
KR7034220004,LG DISPLAY CO LTD,EQUITY,KRW,0.0000274512114293185,Information Technology,South Korea
MX01CH170002,GRUPO COMERCIAL CHEDRAUI,EQUITY,MXN,0.0000274460300247958,Consumer Staples,Mexico
IL0010819428,SHIKUN & BINUI LTD,EQUITY,ILS,0.0000274389629928572,Industrials,Israel
KR7161390000,HANKOOK TIRE CO LTD NEW,EQUITY,KRW,0.0000274315882030761,Consumer Discretionary,South Korea
KR7000880005,HANWHA CORPORATION,EQUITY,KRW,0.0000274057560844876,Industrials,South Korea
KYG211461085,CHOW TAI FOOK,EQUITY,HKD,0.0000273601118512453,Consumer Discretionary,Hong Kong
MYL6742OO000,YTL POWER INTERNATIONAL BHD,EQUITY,MYR,0.0000273067964688181,Utilities,Malaysia
TW0002618006,EVA AIRWAYS CORP,EQUITY,TWD,0.0000272641467682337,Industrials,Taiwan
IL0005660183,MENORA MIVTACHIM HOLDINGS LT,EQUITY,ILS,0.0000272105692217185,Financials,Israel
JP3160670000,AIR WATER INC,EQUITY,JPY,0.00002717288761202,Materials,Japan
NZMFTE0001S9,MAINFREIGHT LTD,EQUITY,NZD,0.0000271545247274182,Industrials,NEW_ZEALAND
KYG8878S1030,TINGYI (CAYMAN ISLANDS) HLDG CO.,EQUITY,HKD,0.0000270665955436271,Consumer Staples,China
MYL6947OO005,CELCOMDIGI BHD,EQUITY,MYR,0.0000270196209497642,Communication Services,Malaysia
ZAE000063863,WOOLWORTHS HOLDINGS LTD,EQUITY,ZAR,0.0000270124659870135,Consumer Discretionary,South Africa
BRSANBCDAM13,BANCO SANTANDER  BRASIL-UNIT,EQUITY,BRL,0.0000268411018609407,Financials,Brazil
TW0002609005,YANG MING MARINE T,EQUITY,TWD,0.0000267685198605647,Industrials,Taiwan
CNE100001T64,SHAANXI COAL INDUST NT-SS,EQUITY,CNH,0.0000267433667632477,Energy,China
NO0010209331,PROTECTOR FORSIKRING,EQUITY,NOK,0.0000266934855675391,Financials,Norway
INE669E01016,VODAFONE IDEA LTD,EQUITY,INR,0.0000266888626865082,Communication Services,India
ID1000134406,MERDEKA COPPER GOLD TBK PT,EQUITY,IDR,0.0000266470613554262,Materials,Indonesia
INE160A01022,PUNJAB NATIONAL BANK,EQUITY,INR,0.0000266040110811421,Financials,India
AT000000STR1,STRABAG SE-BR,EQUITY,EUR,0.0000265532929143697,Industrials,Austria
HK0004000045,WHARF HOLDINGS LTD,EQUITY,HKD,0.0000265525145638474,Real Estate,Hong Kong
INE584A01023,NMDC LTD,EQUITY,INR,0.0000265518583394531,Materials,India
TRAYKBNK91N6,YAPI VE KREDI BANKASI,EQUITY,TRY,0.0000265507950279656,Financials,Turkey
INE476A01022,CANARA BANK,EQUITY,INR,0.0000265446366144191,Financials,India
TH0068010Z15,TMBTHANACHART BANK P-FOREIGN,EQUITY,THB,0.0000264799879273161,Financials,Thailand
INE016A01026,DABUR INDIA LIMITED,EQUITY,INR,0.0000264314224370928,Consumer Staples,India
IL0011794802,CELLEBRITE DI LTD,EQUITY,USD,0.0000264236568437022,Information Technology,Israel
CNE100000MD4,EAST MONEY INFORMATION CO-A,EQUITY,CNY,0.0000262951475901088,Financials,China
SE0000108847,LUNDBERGS AB-B SHS,EQUITY,SEK,0.0000262431772234377,Financials,Sweden
SA000A0DPSH3,CO FOR COOPERATIVE INSURANCE,EQUITY,SAR,0.0000261978830850956,Financials,Saudi Arabia
GB00BKDRYJ47,AIRTEL AFRICA PLC,EQUITY,GBP,0.0000261440075508281,Communication Services,United Kingdom
